Train Size,Final Train Loss,Final Test Loss,Final Test Accuracy
0.2,0.10082468968264911,0.10664379001394206,0.9753644015602546
0.4,0.20709541645281168,0.2065785488272025,0.9451857934715664
0.6,0.05593485525194682,0.07483774087288314,0.9800862245945391
0.8,0.04553138426003548,0.06521340025728872,0.9807021145555328
