Train Size,Final Train Loss,Final Test Loss,Final Test Accuracy
0.2,0.09621113629973664,0.09396165196047304,0.9784438513652227
0.4,0.0629339198372802,0.07401536981228228,0.9823444877848491
0.6,0.0672082431332468,0.08155873283025583,0.9809074112091973
0.8,0.07879643087299207,0.07176345298249348,0.9817285978238555
